date,is_weekend,minute,number_of_ticket,ride_id,year,diff_btw_0_1_next_bus,diff_btw_0_1_previous_bus,diff_btw_0_2_next_bus,diff_btw_0_2_previous_bus,diff_btw_0_3_next_bus,diff_btw_next_previous_bus,count_trip_per_1min_travel_from,count_trip_per_1min,count_trip_per_3min_travel_from,count_trip_per_3min,count_trip_per_5min_travel_from,count_trip_per_5min,count_trip_per_7min_travel_from,count_trip_per_7min,count_trip_per_10min_travel_from,count_trip_per_10min,count_trip_per_15min_travel_from,count_trip_per_15min,is_holidays,is_after_toomorw_holidays,travel_from_distance,travel_from_time,Speed,is_rush_hour,12H,T_mean,P0_mean,haversine_distance,mean_travel_time_dow,geometric_mean_travel_time_dow,Mean_Travel_Time_dow,Lower_Bound_Travel_Time_dow,Upper_BoundTravel_Time_dow,mean_travel_time_month,geometric_mean_travel_time_month,mean_travel_time_hod_after_8h,geometric_mean_travel_time_hod_after_8h,mean_travel_time_hod_after_9h,geometric_mean_travel_time_hod_after_9h,number_of_ticket_by_hour_mean,number_of_ticket_by_travel_from_mean,number_of_ticket_by_minute_mean,number_of_ticket_by_hour_dayofweek_mean,number_of_ticket_by_hour_travel_from_mean,number_of_ticket_by_dayofweek_travel_from_mean,number_of_ticket_by_minute_travel_from_mean,number_of_ticket_by_travel_from_sum
2018-01-11,0,8,12.0,8547,1,-0.11666666666666667,23.883333333333333,-24.0,23.933333333333334,-48.0,24.0,1,3,1,6,1,8,1,10,1,11,1,11,0,0,351.0,398,1.1339031339031338,1,1,18.181818181818183,627.7272727272726,258.9387805418983,2699.75,2401.17,2699,1677,4345,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.10272536687631,11.149659863945578,8.392857142857142,15.215189873417721,0.03462097008422887
2018-01-11,0,15,3.0,8548,1,-23.883333333333333,0.11666666666666667,-47.88333333333333,24.0,-48.0,24.0,1,2,1,2,1,2,1,2,1,2,1,2,0,0,351.0,398,1.1339031339031338,1,1,18.181818181818183,627.7272727272726,258.9387805418983,2699.75,2401.17,2699,1677,4345,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.10272536687631,11.149659863945578,8.392857142857142,3.3684210526315788,0.03462097008422887
2018-01-12,0,8,11.0,8602,1,-24.0,23.883333333333333,-24.116666666666667,24.0,-48.0,47.88333333333333,1,3,1,5,1,8,1,6,1,11,1,11,0,0,351.0,398,1.1339031339031338,1,1,17.333333333333332,628.1333333333336,258.9387805418983,2319.11,2055.96,2319,1405,3826,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.487755102040817,11.149659863945578,11.928571428571429,15.215189873417721,0.03462097008422887
2018-01-13,1,8,20.0,8627,1,-0.11666666666666667,24.0,-24.0,47.88333333333333,-24.116666666666667,24.116666666666667,1,2,1,4,1,6,1,3,1,9,1,10,0,0,351.0,398,1.1339031339031338,1,1,17.727272727272727,628.5090909090909,258.9387805418983,1948.7,1822.05,1948,1348,2816,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,8.984126984126984,11.149659863945578,11.434782608695652,15.215189873417721,0.03462097008422887
2018-01-13,1,15,2.0,8628,1,-23.883333333333333,0.11666666666666667,-24.0,24.116666666666667,-47.88333333333333,24.0,1,2,1,2,1,2,1,2,1,3,1,2,0,0,351.0,398,1.1339031339031338,1,1,17.727272727272727,628.5090909090909,258.9387805418983,1948.7,1822.05,1948,1348,2816,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,8.984126984126984,11.149659863945578,11.434782608695652,3.3684210526315788,0.03462097008422887
2018-01-14,1,8,6.0,8667,1,-0.11666666666666667,23.883333333333333,-24.0,24.0,-48.0,24.0,1,2,1,4,1,6,1,8,1,9,1,9,0,0,351.0,398,1.1339031339031338,1,1,17.09090909090909,628.1272727272727,258.9387805418983,1708.77,1611.37,1708,1200,2432,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.092592592592593,11.149659863945578,9.310344827586206,15.215189873417721,0.03462097008422887
2018-01-14,1,15,1.0,8666,1,-23.883333333333333,0.11666666666666667,-47.88333333333333,24.0,-71.75000000000001,24.0,1,2,1,2,1,2,1,2,1,2,1,3,0,0,351.0,398,1.1339031339031338,1,1,17.09090909090909,628.1272727272727,258.9387805418983,1708.77,1611.37,1708,1200,2432,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.092592592592593,11.149659863945578,9.310344827586206,3.3684210526315788,0.03462097008422887
2018-01-15,0,8,6.0,8688,1,-24.0,23.883333333333333,-47.86666666666667,24.0,-48.11666666666667,47.88333333333333,1,3,1,4,1,6,1,6,1,11,1,12,0,0,351.0,398,1.1339031339031338,1,1,18.727272727272727,628.4727272727273,258.9387805418983,2429.91,2113.5,2429,1449,4074,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.14569536423841,11.149659863945578,9.678571428571429,15.215189873417721,0.03462097008422887
2018-01-16,0,8,4.0,8716,1,-23.866666666666667,24.0,-24.116666666666667,47.88333333333333,-48.0,47.86666666666667,1,2,1,3,1,5,1,3,1,10,1,11,0,0,351.0,398,1.1339031339031338,1,1,17.25,627.8583333333335,258.9387805418983,2514.4,2247.5,2514,1554,4066,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,8.965367965367966,11.149659863945578,8.56,15.215189873417721,0.03462097008422887
2018-01-17,0,0,1.0,8748,1,-0.25,23.866666666666667,-24.133333333333333,47.86666666666667,-24.25,24.116666666666667,1,2,1,3,1,6,1,2,1,10,1,13,0,0,351.0,398,1.1339031339031338,1,1,17.454545454545453,627.4727272727273,258.9387805418983,2283.99,2072.77,2283,1469,3549,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,6.945165945165945,9.047151277013752,11.149659863945578,8.375,4.607142857142857,0.03462097008422887
2018-01-17,0,15,5.0,8753,1,-23.883333333333333,0.25,-24.0,24.116666666666667,-47.88333333333333,24.133333333333333,1,2,1,2,1,2,1,6,1,5,1,2,0,0,351.0,398,1.1339031339031338,1,1,17.454545454545453,627.4727272727273,258.9387805418983,2283.99,2072.77,2283,1469,3549,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.047151277013752,11.149659863945578,8.375,3.3684210526315788,0.03462097008422887
2018-01-18,0,8,2.0,8785,1,-0.11666666666666667,23.883333333333333,-24.0,24.133333333333333,-24.116666666666667,24.0,1,3,1,5,1,8,1,11,1,13,1,14,0,0,351.0,398,1.1339031339031338,1,1,17.90909090909091,627.7818181818183,258.9387805418983,2699.75,2401.17,2699,1677,4345,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.10272536687631,11.149659863945578,8.392857142857142,15.215189873417721,0.03462097008422887
2018-01-18,0,15,8.0,8810,1,-23.883333333333333,0.11666666666666667,-24.0,24.0,-47.88333333333333,24.0,1,2,1,2,1,2,1,3,1,3,1,3,0,0,351.0,398,1.1339031339031338,1,1,17.90909090909091,627.7818181818183,258.9387805418983,2699.75,2401.17,2699,1677,4345,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.10272536687631,11.149659863945578,8.392857142857142,3.3684210526315788,0.03462097008422887
2018-01-19,0,8,12.0,8865,1,-0.11666666666666667,23.883333333333333,-24.0,24.0,-48.0,24.0,1,3,1,5,1,8,1,8,1,12,1,14,0,0,351.0,398,1.1339031339031338,1,1,19.75,628.1,258.9387805418983,2319.11,2055.96,2319,1405,3826,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.487755102040817,11.149659863945578,11.928571428571429,15.215189873417721,0.03462097008422887
2018-01-19,0,15,1.0,8862,1,-23.883333333333333,0.11666666666666667,-47.88333333333333,24.0,-71.88333333333335,24.0,1,2,1,2,1,2,1,2,1,4,1,2,0,0,351.0,398,1.1339031339031338,1,1,19.75,628.1,258.9387805418983,2319.11,2055.96,2319,1405,3826,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.487755102040817,11.149659863945578,11.928571428571429,3.3684210526315788,0.03462097008422887
2018-01-20,1,8,8.0,8887,1,-24.0,23.883333333333333,-48.0,24.0,-96.0,47.88333333333333,1,1,1,3,1,6,1,2,1,10,1,10,0,0,351.0,398,1.1339031339031338,1,1,18.3,628.24,258.9387805418983,1948.7,1822.05,1948,1348,2816,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,8.984126984126984,11.149659863945578,11.434782608695652,15.215189873417721,0.03462097008422887
2018-01-21,1,8,5.0,8918,1,-24.0,24.0,-72.00000000000001,47.88333333333333,-96.0,48.0,1,2,1,6,1,9,1,12,1,14,1,15,0,0,351.0,398,1.1339031339031338,1,1,18.0,628.4363636363638,258.9387805418983,1708.77,1611.37,1708,1200,2432,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.092592592592593,11.149659863945578,9.310344827586206,15.215189873417721,0.03462097008422887
2018-01-22,0,8,3.0,8993,1,-48.0,24.0,-72.00000000000001,48.0,-96.0,72.00000000000001,1,2,1,6,1,11,1,13,1,19,1,21,0,0,351.0,398,1.1339031339031338,1,1,17.272727272727273,627.7900000000002,258.9387805418983,2429.91,2113.5,2429,1449,4074,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.14569536423841,11.149659863945578,9.678571428571429,15.215189873417721,0.03462097008422887
2018-01-24,0,8,3.0,9097,1,-24.0,48.0,-48.0,72.00000000000001,-72.00000000000001,72.00000000000001,1,4,1,7,1,13,1,15,1,20,1,26,0,0,351.0,398,1.1339031339031338,1,1,17.1,626.6899999999998,258.9387805418983,2283.99,2072.77,2283,1469,3549,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.047151277013752,11.149659863945578,8.375,15.215189873417721,0.03462097008422887
2018-01-25,0,8,17.0,9142,1,-24.0,24.0,-48.0,72.00000000000001,-72.00000000000001,48.0,1,4,1,6,1,9,1,13,1,15,1,17,0,0,351.0,398,1.1339031339031338,1,1,19.0,627.9636363636364,258.9387805418983,2699.75,2401.17,2699,1677,4345,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.10272536687631,11.149659863945578,8.392857142857142,15.215189873417721,0.03462097008422887
2018-01-26,0,8,18.0,9173,1,-24.0,24.0,-48.0,48.0,-72.00000000000001,48.0,1,5,1,7,1,11,1,15,1,19,1,29,0,0,351.0,398,1.1339031339031338,1,1,18.666666666666668,627.7916666666666,258.9387805418983,2319.11,2055.96,2319,1405,3826,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.487755102040817,11.149659863945578,11.928571428571429,15.215189873417721,0.03462097008422887
2018-01-27,1,8,19.0,9215,1,-24.0,24.0,-48.0,48.0,-192.0,48.0,1,3,1,5,1,9,1,12,1,14,1,21,0,0,351.0,398,1.1339031339031338,1,1,18.88888888888889,627.9111111111113,258.9387805418983,1948.7,1822.05,1948,1348,2816,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,8.984126984126984,11.149659863945578,11.434782608695652,15.215189873417721,0.03462097008422887
2018-01-28,1,8,8.0,9273,1,-24.0,24.0,-168.0,48.0,-192.0,48.0,1,3,1,4,1,8,1,12,1,14,1,20,0,0,351.0,398,1.1339031339031338,1,1,18.666666666666668,627.7916666666667,258.9387805418983,1708.77,1611.37,1708,1200,2432,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.092592592592593,11.149659863945578,9.310344827586206,15.215189873417721,0.03462097008422887
2018-01-29,0,8,3.0,9398,1,-144.00000000000003,24.0,-168.0,48.0,-192.0,168.0,1,4,1,8,1,15,1,16,1,23,1,29,0,0,351.0,398,1.1339031339031338,1,1,17.454545454545453,627.6363636363635,258.9387805418983,2429.91,2113.5,2429,1449,4074,2085.86,1896.84,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.14569536423841,11.149659863945578,9.678571428571429,15.215189873417721,0.03462097008422887
2018-02-04,1,8,3.0,9727,1,-24.0,144.00000000000003,-48.0,168.0,-48.06666666666667,168.0,1,5,1,8,1,13,1,15,1,20,1,28,0,0,351.0,398,1.1339031339031338,1,1,17.4,627.7800000000002,258.9387805418983,1708.77,1611.37,1708,1200,2432,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.092592592592593,11.149659863945578,9.310344827586206,15.215189873417721,0.03462097008422887
2018-02-05,0,8,4.0,9816,1,-24.0,24.0,-24.066666666666666,168.0,-48.0,48.0,1,3,1,6,1,11,1,13,1,19,1,22,0,0,351.0,398,1.1339031339031338,1,1,19.363636363636363,628.6181818181817,258.9387805418983,2429.91,2113.5,2429,1449,4074,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.14569536423841,11.149659863945578,9.678571428571429,15.215189873417721,0.03462097008422887
2018-02-06,0,8,4.0,9914,1,-0.06666666666666668,24.0,-24.0,48.0,-48.0,24.066666666666666,1,4,1,7,1,12,2,12,1,20,2,25,0,0,351.0,398,1.1339031339031338,1,1,19.5,628.375,258.9387805418983,2514.4,2247.5,2514,1554,4066,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,8.965367965367966,11.149659863945578,8.56,15.215189873417721,0.03462097008422887
2018-02-06,0,12,1.0,9906,1,-23.933333333333334,0.06666666666666668,-47.93333333333333,24.066666666666666,-71.93333333333335,24.0,1,2,1,4,1,5,2,12,1,6,2,25,0,0,351.0,398,1.1339031339031338,1,1,19.5,628.375,258.9387805418983,2514.4,2247.5,2514,1554,4066,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,22.264150943396228,8.965367965367966,11.149659863945578,8.56,4.0625,0.03462097008422887
2018-02-07,0,8,11.0,9965,1,-24.0,23.933333333333334,-48.0,24.0,-48.11666666666667,47.93333333333333,1,4,1,9,1,14,1,14,1,19,1,23,0,0,351.0,398,1.1339031339031338,1,1,20.666666666666668,629.6999999999998,258.9387805418983,2283.99,2072.77,2283,1469,3549,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.047151277013752,11.149659863945578,8.375,15.215189873417721,0.03462097008422887
2018-02-08,0,8,12.0,10067,1,-24.0,24.0,-24.116666666666667,47.93333333333333,-48.0,48.0,1,5,1,8,1,13,1,18,1,19,1,24,0,0,351.0,398,1.1339031339031338,1,1,17.5,628.025,258.9387805418983,2699.75,2401.17,2699,1677,4345,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.10272536687631,11.149659863945578,8.392857142857142,15.215189873417721,0.03462097008422887
2018-02-09,0,8,20.0,10110,1,-0.11666666666666667,24.0,-24.0,48.0,-24.083333333333332,24.116666666666667,1,4,1,7,1,13,1,12,1,20,1,25,0,0,351.0,398,1.1339031339031338,1,1,17.0,627.8363636363638,258.9387805418983,2319.11,2055.96,2319,1405,3826,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.487755102040817,11.149659863945578,11.928571428571429,15.215189873417721,0.03462097008422887
2018-02-09,0,15,1.0,10117,1,-23.883333333333333,0.11666666666666667,-23.966666666666665,24.116666666666667,-47.88333333333333,24.0,1,3,1,3,1,3,1,6,1,8,1,4,0,0,351.0,398,1.1339031339031338,1,1,17.0,627.8363636363638,258.9387805418983,2319.11,2055.96,2319,1405,3826,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.487755102040817,11.149659863945578,11.928571428571429,3.3684210526315788,0.03462097008422887
2018-02-10,1,8,18.0,10194,1,-0.08333333333333333,23.883333333333333,-24.0,24.0,-24.116666666666667,23.966666666666665,1,2,1,4,1,9,2,13,1,12,2,20,0,0,351.0,398,1.1339031339031338,1,1,18.25,627.3750000000001,258.9387805418983,1948.7,1822.05,1948,1348,2816,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,8.984126984126984,11.149659863945578,11.434782608695652,15.215189873417721,0.03462097008422887
2018-02-10,1,13,1.0,10193,1,-23.916666666666668,0.08333333333333333,-24.033333333333335,23.966666666666665,-47.916666666666664,24.0,1,3,1,5,1,8,2,13,1,10,2,20,0,0,351.0,398,1.1339031339031338,1,1,18.25,627.3750000000001,258.9387805418983,1948.7,1822.05,1948,1348,2816,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,10.08187134502924,8.984126984126984,11.149659863945578,11.434782608695652,9.933333333333334,0.03462097008422887
2018-02-11,1,8,23.0,10244,1,-0.11666666666666667,23.916666666666668,-24.0,24.0,-24.116666666666667,24.033333333333335,1,4,1,7,1,11,1,14,1,17,1,27,0,0,351.0,398,1.1339031339031338,1,1,17.545454545454547,628.0363636363636,258.9387805418983,1708.77,1611.37,1708,1200,2432,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.092592592592593,11.149659863945578,9.310344827586206,15.215189873417721,0.03462097008422887
2018-02-11,1,15,3.0,10246,1,-23.883333333333333,0.11666666666666667,-24.0,24.033333333333335,-47.88333333333333,24.0,1,3,1,3,1,3,1,13,1,13,1,3,0,0,351.0,398,1.1339031339031338,1,1,17.545454545454547,628.0363636363636,258.9387805418983,1708.77,1611.37,1708,1200,2432,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.092592592592593,11.149659863945578,9.310344827586206,3.3684210526315788,0.03462097008422887
2018-02-12,0,8,18.0,10348,1,-0.11666666666666667,23.883333333333333,-24.0,24.0,-24.116666666666667,24.0,1,4,1,7,1,13,1,15,1,18,1,24,0,0,351.0,398,1.1339031339031338,1,1,18.166666666666668,629.2583333333333,258.9387805418983,2429.91,2113.5,2429,1449,4074,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.14569536423841,11.149659863945578,9.678571428571429,15.215189873417721,0.03462097008422887
2018-02-12,0,15,9.0,10344,1,-23.883333333333333,0.11666666666666667,-24.0,24.0,-47.88333333333333,24.0,1,3,1,3,1,3,1,7,1,9,1,4,0,0,351.0,398,1.1339031339031338,1,1,18.166666666666668,629.2583333333333,258.9387805418983,2429.91,2113.5,2429,1449,4074,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.14569536423841,11.149659863945578,9.678571428571429,3.3684210526315788,0.03462097008422887
2018-02-13,0,8,21.0,10437,1,-0.11666666666666667,23.883333333333333,-24.0,24.0,-24.116666666666667,24.0,1,3,1,5,1,12,1,12,1,17,1,22,0,0,351.0,398,1.1339031339031338,1,1,17.0,629.6636363636362,258.9387805418983,2514.4,2247.5,2514,1554,4066,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,8.965367965367966,11.149659863945578,8.56,15.215189873417721,0.03462097008422887
2018-02-13,0,15,1.0,10506,1,-23.883333333333333,0.11666666666666667,-24.0,24.0,-47.75,24.0,1,3,1,3,1,3,1,4,1,8,1,4,0,0,351.0,398,1.1339031339031338,1,1,17.0,629.6636363636362,258.9387805418983,2514.4,2247.5,2514,1554,4066,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,8.965367965367966,11.149659863945578,8.56,3.3684210526315788,0.03462097008422887
2018-02-14,0,8,19.0,10542,1,-0.11666666666666667,23.883333333333333,-23.866666666666667,24.0,-24.0,24.0,1,3,1,7,1,13,1,13,1,18,1,24,0,0,351.0,398,1.1339031339031338,1,1,18.33333333333333,629.2916666666667,258.9387805418983,2283.99,2072.77,2283,1469,3549,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,9.05722891566265,9.047151277013752,11.149659863945578,8.375,15.215189873417721,0.03462097008422887
2018-02-14,0,15,1.0,10546,1,-23.75,0.11666666666666667,-23.883333333333333,24.0,-24.0,23.866666666666667,1,2,1,2,1,2,1,11,1,8,1,3,0,0,351.0,398,1.1339031339031338,1,1,18.33333333333333,629.2916666666667,258.9387805418983,2283.99,2072.77,2283,1469,3549,2113.57,1910.94,2758.4,2578.91,3062.56,2734.38,9.123711340206185,9.664864864864866,12.850299401197605,9.047151277013752,11.149659863945578,8.375,3.3684210526315788,0.03462097008422887
